,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,class
13135,29,1,1,3,0,2,0,1,7,3,42,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13136,30,9,2,6,0,2,2,0,7,3,63,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13137,35,6,2,6,0,2,0,0,7,3,2122,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,yes
13138,53,0,1,6,0,2,0,0,7,3,618,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13139,43,3,1,0,0,2,0,0,7,3,183,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13140,51,1,1,0,1,2,0,0,7,3,199,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13141,43,3,1,0,0,2,0,0,7,3,296,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13142,43,3,1,0,0,0,0,0,7,3,206,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13143,33,7,1,2,1,2,0,0,7,3,133,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13144,43,3,1,0,0,2,0,0,7,3,317,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13145,43,3,1,0,0,2,0,0,7,3,107,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13146,43,3,1,0,0,2,0,0,7,3,97,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13147,44,1,1,0,1,2,0,0,7,3,128,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13148,31,0,2,3,0,0,0,0,7,3,75,4,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13149,43,3,1,0,0,0,0,0,7,3,296,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13150,48,1,1,0,0,2,0,0,7,3,74,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13151,43,3,1,0,0,2,0,0,7,3,402,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13152,48,1,1,0,0,2,0,0,7,3,126,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13153,51,4,1,6,0,2,0,0,7,3,65,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13154,36,0,0,3,0,2,0,0,7,3,389,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13155,33,6,1,6,0,2,0,0,7,3,99,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13156,36,0,1,6,0,2,0,0,7,3,99,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13157,51,4,1,6,0,2,0,0,7,3,194,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13158,51,4,1,6,0,2,0,0,7,3,420,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13159,35,4,1,6,0,0,0,0,7,3,191,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13160,43,3,1,0,0,0,2,0,7,3,697,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13161,51,4,1,6,0,2,0,0,7,3,96,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13162,52,1,0,2,0,2,0,1,7,3,138,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13163,51,4,1,6,0,0,2,0,7,3,110,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13164,24,7,2,5,0,2,0,0,7,3,55,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13165,34,1,1,2,0,0,2,0,7,3,45,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13166,51,4,1,6,0,0,0,0,7,3,175,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13167,24,7,2,5,0,2,0,0,7,3,139,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13168,36,0,1,6,0,0,2,0,7,3,153,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13169,24,7,2,5,0,2,0,0,7,3,80,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13170,24,7,2,5,0,2,0,0,7,3,185,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13171,48,1,1,0,0,0,0,0,7,3,128,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13172,24,7,2,5,0,2,0,0,7,3,349,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13173,27,10,1,1,1,2,0,0,7,3,62,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13174,27,10,1,1,1,0,0,0,7,3,72,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13175,28,7,2,3,0,2,0,0,7,3,51,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13176,36,0,1,6,0,2,0,0,7,3,570,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,yes
13177,34,9,1,5,0,2,0,0,7,3,99,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13178,34,1,1,2,0,2,0,0,7,3,173,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13179,41,9,2,6,0,2,2,0,7,3,184,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13180,43,1,1,1,0,0,0,0,7,3,272,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13181,30,0,1,3,0,2,0,0,7,3,166,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13182,34,0,2,3,0,2,0,0,7,3,42,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13183,34,0,2,3,0,0,0,0,7,3,127,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13184,34,0,2,3,0,2,0,0,7,3,85,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13185,31,9,1,5,0,2,0,0,7,3,225,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13186,42,9,1,3,0,2,0,0,7,3,761,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,yes
13187,48,2,1,6,0,2,0,1,7,3,42,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13188,34,1,1,2,0,2,0,0,7,3,206,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13189,24,1,1,2,0,1,1,0,7,3,781,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,yes
13190,26,7,2,3,0,1,1,0,7,3,125,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13191,54,4,1,6,0,2,0,0,7,3,113,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13192,59,1,0,2,0,0,0,0,7,3,92,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13193,36,1,1,1,0,2,0,1,7,3,16,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13194,27,0,2,6,0,0,0,0,7,3,51,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13195,51,9,1,6,1,2,2,0,7,3,89,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13196,36,1,1,1,0,0,0,0,7,3,205,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13197,40,1,0,2,0,2,0,0,7,3,125,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13198,51,9,1,6,1,2,2,0,7,3,128,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13199,27,0,2,6,0,2,2,0,7,3,91,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13200,51,9,1,6,1,2,0,0,7,3,65,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13201,27,0,2,6,0,0,0,0,7,3,194,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13202,32,1,1,0,1,2,0,0,7,3,147,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13203,32,1,1,0,1,0,2,0,7,3,112,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13204,32,1,1,0,1,2,0,0,7,3,82,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13205,33,7,1,2,1,2,0,1,7,3,25,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13206,28,7,2,3,0,2,0,0,7,3,85,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13207,32,1,1,0,1,0,0,0,7,3,285,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13208,31,4,2,6,0,2,2,0,7,3,61,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13209,39,2,0,0,0,0,0,0,7,3,174,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13210,49,1,1,0,1,2,0,0,7,3,42,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13211,44,10,1,2,1,0,0,0,7,3,92,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13212,40,0,1,5,0,0,0,0,7,3,130,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13213,30,1,1,3,1,2,0,0,7,3,44,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13214,30,1,1,3,1,0,0,0,7,3,145,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13215,31,0,1,6,0,0,0,1,7,3,238,8,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13216,36,0,1,6,0,2,2,0,7,3,160,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13217,31,4,2,6,0,0,0,0,7,3,645,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,yes
13218,32,1,1,0,1,0,2,1,7,3,990,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,yes
13219,31,9,0,5,0,1,1,0,7,3,254,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13220,31,9,0,5,0,0,0,0,7,3,64,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13221,24,1,2,0,0,0,0,0,7,3,115,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13222,44,10,1,2,1,0,2,0,7,3,113,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13223,31,9,0,5,0,2,0,0,7,3,662,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,yes
13224,31,9,0,5,0,2,0,0,7,3,625,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,yes
13225,28,9,1,6,0,2,0,0,7,3,126,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13226,44,10,1,2,1,2,0,0,7,3,189,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13227,31,1,1,2,0,2,0,0,7,3,124,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13228,28,9,1,6,0,2,0,0,7,3,321,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13229,37,9,2,5,1,0,0,0,7,3,482,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13230,26,1,2,0,0,2,2,0,7,3,215,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13231,34,1,1,1,1,0,0,0,7,3,727,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,yes
13232,55,0,0,3,0,0,0,0,7,3,189,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13233,55,0,0,3,0,2,0,0,7,3,127,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13234,32,9,1,6,0,2,0,1,7,3,196,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13235,45,1,0,0,0,0,0,0,7,3,87,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13236,45,1,0,0,0,2,0,0,7,3,112,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13237,43,0,1,6,1,2,0,0,7,3,290,13,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13238,33,0,1,3,0,2,0,0,7,3,310,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13239,52,5,1,5,0,2,0,0,7,3,389,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13240,45,1,0,0,0,2,0,0,7,3,294,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13241,28,1,2,5,0,2,0,0,7,3,611,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13242,23,1,1,2,1,2,0,0,7,3,259,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13243,37,1,2,0,0,2,2,0,7,3,156,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13244,52,1,0,2,0,2,0,0,7,3,275,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13245,33,0,2,6,0,2,2,0,7,3,143,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13246,44,9,1,3,0,0,0,0,7,3,92,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13247,44,9,1,3,0,2,0,0,7,3,82,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13248,52,4,1,5,0,0,0,0,7,3,222,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13249,26,9,1,6,0,2,0,0,7,3,175,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13250,36,0,0,3,0,2,2,0,7,3,148,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13251,26,1,1,2,0,0,0,0,7,3,366,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13252,34,0,2,6,0,2,0,0,7,3,138,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13253,49,1,2,0,1,0,0,0,7,3,121,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13254,34,0,2,6,0,2,0,0,7,3,337,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13255,46,3,1,0,0,0,0,0,7,3,236,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13256,41,1,1,0,0,2,0,1,7,3,52,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13257,42,1,1,2,1,2,0,0,7,3,90,10,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13258,51,0,1,6,0,2,0,0,7,3,426,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,yes
13259,29,9,1,5,0,2,0,0,7,3,332,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13260,40,1,1,0,1,1,1,1,7,3,135,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13261,47,1,1,0,0,0,0,0,7,3,127,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13262,31,1,1,2,0,2,0,0,7,3,72,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13263,31,1,1,2,0,0,0,0,7,3,186,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13264,31,3,1,2,0,2,0,0,7,3,219,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13265,50,0,2,3,0,2,0,0,7,3,180,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13266,25,1,2,2,1,2,0,0,7,3,111,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13267,26,0,1,3,0,2,2,0,7,3,273,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13268,22,8,2,3,0,0,2,0,7,3,349,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13269,31,1,1,2,0,2,0,0,7,3,590,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,yes
13270,32,9,2,6,0,0,2,0,7,3,90,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13271,31,0,2,3,0,0,0,0,7,3,96,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13272,43,0,1,6,0,2,0,0,7,3,899,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13273,41,1,2,0,1,1,1,0,7,3,72,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13274,40,10,1,6,1,2,0,0,7,3,113,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13275,40,10,1,6,1,2,0,1,7,3,54,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13276,31,1,1,2,0,2,0,0,7,3,1121,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,yes
13277,36,0,0,6,0,2,0,0,7,3,81,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13278,55,5,1,2,1,1,1,0,7,3,628,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13279,44,0,1,3,0,2,0,0,7,3,118,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13280,23,10,2,6,0,2,0,0,7,3,119,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13281,26,1,2,2,0,0,0,0,7,3,1139,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,yes
13282,44,0,1,3,0,2,0,0,7,3,97,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13283,29,7,0,3,0,2,0,0,7,3,171,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13284,25,3,2,3,0,0,0,0,7,3,1156,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13285,54,4,1,6,0,0,0,0,7,3,71,6,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13286,26,0,2,3,0,2,2,0,7,3,668,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13287,52,7,1,3,0,0,0,0,7,3,183,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13288,29,9,1,5,0,2,0,0,7,3,128,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13289,50,0,2,3,0,2,0,0,7,3,171,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13290,32,0,2,6,0,0,0,0,7,3,76,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13291,32,0,0,3,0,0,0,0,7,3,89,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13292,29,7,0,3,0,2,0,0,7,3,188,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13293,44,0,1,3,0,0,0,0,7,3,869,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,yes
13294,24,7,2,3,0,2,0,0,7,3,242,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13295,28,2,1,6,0,0,0,0,7,3,98,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13296,28,2,1,6,0,0,0,0,7,3,175,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13297,39,9,1,5,0,2,0,1,7,3,87,8,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13298,39,7,1,2,0,0,0,0,7,3,100,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13299,32,9,2,6,0,2,0,0,7,3,89,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13300,40,0,1,3,0,0,2,1,7,3,31,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13301,27,1,1,0,0,2,0,0,7,3,205,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13302,36,9,1,5,0,2,0,0,7,3,167,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13303,31,0,2,3,0,0,0,0,7,3,108,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13304,51,4,1,6,1,2,0,0,7,3,180,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13305,29,0,1,6,0,2,0,0,7,3,31,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13306,33,0,2,6,0,2,0,0,7,3,494,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13307,28,9,2,6,0,0,0,0,7,3,96,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13308,41,6,1,0,1,0,0,0,7,3,133,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13309,29,0,1,6,0,2,0,0,7,3,161,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13310,35,4,1,6,0,0,0,0,7,3,130,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13311,26,7,1,3,0,1,1,0,7,3,136,6,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13312,51,3,1,0,0,0,0,0,7,3,145,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13313,30,1,1,2,0,0,0,0,7,3,80,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13314,25,1,1,2,0,0,0,0,7,3,108,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13315,30,1,1,2,0,2,0,0,7,3,532,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13316,28,7,1,3,0,2,0,1,7,3,145,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13317,37,1,1,1,1,0,0,0,7,3,91,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13318,55,4,0,1,1,2,2,0,7,3,124,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13319,37,1,1,1,1,2,0,0,7,3,279,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13320,37,1,1,1,1,0,2,0,7,3,143,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13321,28,1,1,0,1,0,2,0,7,3,98,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13322,39,9,1,5,0,2,0,0,7,3,178,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13323,44,3,1,0,1,2,0,0,7,3,103,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13324,45,6,1,2,0,2,0,0,7,3,71,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13325,28,7,2,6,0,2,0,0,7,3,90,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13326,34,9,1,5,0,2,0,0,7,3,144,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13327,45,6,1,2,0,2,2,0,7,3,332,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13328,30,0,1,6,0,2,0,1,7,3,693,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13329,39,9,1,5,0,2,0,0,7,3,225,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13330,56,1,1,5,0,2,0,0,7,3,289,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13331,26,1,2,2,0,2,2,1,7,3,224,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13332,37,2,0,6,0,2,0,0,7,3,224,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13333,34,1,2,3,0,0,0,0,7,3,118,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13334,37,2,0,6,0,0,2,0,7,3,362,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13335,29,4,2,3,0,2,0,0,7,3,125,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13336,27,0,1,6,0,0,0,1,7,3,672,6,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13337,26,4,2,6,1,2,0,0,7,3,124,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13338,30,1,1,2,0,2,0,0,7,3,219,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13339,32,0,2,3,0,2,0,0,7,3,192,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13340,45,9,1,5,0,2,0,0,7,3,160,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13341,39,0,0,3,1,2,0,0,7,3,77,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13342,29,0,2,3,0,2,0,0,7,3,360,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13343,30,1,1,2,0,0,2,0,7,3,173,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13344,39,3,1,0,0,0,0,0,7,3,94,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13345,39,3,1,0,0,0,0,0,7,3,102,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13346,33,7,1,3,1,2,2,0,7,3,172,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13347,45,1,0,5,1,0,0,0,7,3,176,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13348,45,1,0,5,1,2,0,0,7,3,74,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13349,34,6,2,6,0,2,0,0,7,3,378,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13350,26,7,2,6,0,2,0,0,7,3,70,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13351,35,9,2,3,0,2,0,0,7,3,294,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13352,39,7,1,1,1,2,0,1,7,3,183,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13353,52,3,1,0,0,0,0,0,7,3,728,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13354,25,7,2,3,0,0,0,0,7,3,643,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13355,36,0,0,3,0,2,0,0,7,3,111,4,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13356,39,0,1,2,1,0,0,0,7,3,131,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13357,36,0,1,6,0,2,0,0,7,3,203,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13358,39,0,1,2,1,0,0,0,7,3,108,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13359,39,2,0,0,0,2,2,0,7,3,1317,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13360,49,7,1,3,0,0,0,0,7,3,313,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13361,41,0,0,3,0,0,0,0,7,3,364,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13362,24,9,2,5,0,2,0,0,7,3,171,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13363,29,9,1,5,0,0,0,0,7,3,290,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13364,60,11,1,0,1,2,0,0,7,3,659,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13365,42,1,1,1,0,2,0,0,7,3,77,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13366,42,10,1,3,0,0,0,0,7,3,140,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13367,40,7,1,3,0,0,0,0,7,3,83,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13368,34,1,1,0,0,2,0,0,7,3,87,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13369,38,1,2,6,0,0,0,0,7,3,176,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13370,29,2,1,5,0,0,0,0,7,3,736,4,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13371,38,1,2,6,0,2,0,0,7,3,458,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13372,34,1,1,0,0,0,0,0,7,3,384,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13373,28,9,2,6,0,2,0,0,7,3,174,7,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13374,33,0,2,6,0,2,0,1,7,3,161,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13375,36,1,1,3,0,2,0,0,7,3,295,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13376,32,6,2,6,0,0,0,0,7,3,312,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
13377,34,4,1,6,1,0,0,0,7,3,90,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,no
